#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-04T22:56:07 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63dee04aa90d1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/506/150&tab:{J/MNRAS/506/150/stars}&key:source=J/MNRAS/506/150/stars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/506/150/stars
#-order=I
#-out=GALAH
#-out=Flagsp
#Flagsp=32
#-out=Teff
#-out=logg
#-out=[Fe/H]
#

#RESOURCE=yCat_75060150
#Name: J/MNRAS/506/150
#Title: The GALAH+ Survey DR3 (Buder+, 2021)
#Coosys	H_2015.500:	ICRS
#Table	J_MNRAS_506_150_stars:
#Name: J/MNRAS/506/150/stars
#Title: GALAH DR3 main all stars
#Column	GALAH	(I15)	GALAH identifier (sobject_id)	[ucd=meta.id;meta.main]
#Column	Flagsp	(I4)	Stellar parameter quality flag (flag_sp) (1)	[ucd=meta.code]
#Column	Teff	(F7.2)	? Spectroscopic effective temperature (used for fitting) (teff)	[ucd=phys.temperature.effective]
#Column	logg	(F9.6)	? Surface gravity (not fitted via spectra if wg4_pipeline not free) (logg)	[ucd=phys.gravity]
#Column	[Fe/H]	(F9.6)	? Fe atomic abundance from Fe lines (final, 1D-NLTE) (fe_h)	[ucd=phys.abund.Fe]
GALAH;Flagsp;Teff;logg;[Fe/H]
140708000601301;  32;5778.64; 4.457420; 0.229213
140708002701082;  32;5565.48; 4.189864;-0.345510
140708002701379;  32;6408.16; 3.969036;-0.633901
140708005301203;  32;5491.73; 3.768236; 0.237088
140708005301286;  32;5713.16; 4.196550;-0.611505
140709002501370;  32;6190.83; 4.045764;-0.340590
140709003001174;  32;5647.46; 4.161325;-0.110592
140709003001357;  32;6275.44; 3.844329;-0.365659
140709003801179;  32;6027.54; 3.938069;-0.667599
140709003801319;  32;5844.13; 3.597766;-0.345811
140709003801399;  32;5456.15; 3.703725;-0.762308
140710000101099;  32;6042.13; 3.994393;-0.173805
140710000101125;  32;6322.02; 3.731638;-0.628005
140710000101212;  32;5748.32; 4.088423;-0.236355
140710000101333;  32;5519.27; 4.187395;-0.119901
140710000101347;  32;5738.49; 4.169694;-0.060191
140710004601225;  32;5893.73; 4.089370;-0.528827
140710004601226;  32;5843.05; 3.891999;-0.287333
140710004601274;  32;5788.60; 3.933144;-0.446992
140710004601340;  32;6210.06; 3.724743;-0.519677
140711000601034;  32;5642.15; 3.877938;-0.620134
140711000601112;  32;6202.08; 3.818240;-0.370769
140711000601158;  32;6191.43; 3.969111;-0.689183
140711000601172;  32;5929.93; 4.052664;-0.870865
140711001301055;  32;5821.71; 4.044178;-0.037320
140711001301237;  32;5702.15; 3.944780;-0.234062
140711002401104;  32;6200.52; 3.870907;-0.712845
140711002401322;  32;5747.48; 4.128453;-0.527921
140711003401022;  32;5745.00; 4.243621;-0.728036
140711003401176;  32;6002.31; 4.167422;-0.662486
140711003401286;  32;6046.60; 3.987695;-0.748961
140711003401341;  32;5815.55; 4.188316;-0.412240
140713001401008;  32;6699.16; 3.849054;-0.341980
140713001401068;  32;6356.59; 3.862726;-0.462687
140713001401164;  32;6010.84; 3.381995;-0.532142
140713001401229;  32;6440.37; 3.642591;-0.721813
140713001901218;  32;5626.14; 3.614666; 0.030211
140713002401048;  32;6197.66; 3.861474;-0.656564
140713002401067;  32;5884.30; 3.901058; 0.099655
140713002401089;  32;5775.13; 4.369176;-0.367086
140713002401096;  32;6073.57; 3.800323;-0.589232
140713002401180;  32;6026.34; 3.956600;-0.411834
140713002401227;  32;5752.88; 3.994774;-0.202908
140713002401277;  32;5860.23; 4.013788;-0.358696
140713002401293;  32;6043.15; 3.760410;-0.321439
140713002401355;  32;5425.91; 3.272334;-0.231007
140713003101061;  32;5750.94; 3.844373;-0.221848
140713003101180;  32;5997.87; 3.995335;-0.509988
140713003101213;  32;5761.74; 4.058568;-0.395178
140713003101215;  32;6069.90; 3.928888;-0.454390
140713003101303;  32;6252.05; 3.935125;-0.388673
140713004001292;  32;5883.42; 4.197590;-0.276135
140713004001357;  32;5834.59; 3.865798;-0.668706
140713004001365;  32;5724.39; 4.119849;-0.246836
140713004001380;  32;5547.25; 4.175081; 0.001507
140713004601070;  32;5750.90; 4.006526;-0.475069
140713004601077;  32;6067.32; 3.895169;-0.817548
140713004601116;  32;5241.21; 4.140569; 0.000562
140713004601182;  32;5252.89; 4.187200;-1.056053
140713004601266;  32;5987.61; 3.896797;-0.984366
140805000901135;  32;6192.78; 3.905553;-0.746811
140805000901343;  32;6426.31; 3.775364;-0.559644
140805001501125;  32;6247.77; 4.018723;-0.458806
140805001501347;  32;5714.25; 3.657360;-0.233251
140805002101018;  32;5797.50; 4.217469;-0.740219
140805002101133;  32;5746.24; 3.865725;-0.346981
140805002101211;  32;5731.32; 3.854620; 0.046232
140805002601087;  32;5695.95; 4.139523; 0.161393
140805002601214;  32;5420.01; 4.211429; 0.201270
140805002601320;  32;5497.87; 4.114348;-0.318171
140805003101012;  32;5658.95; 3.845028;-0.465220
140805003101080;  32;5764.93; 4.031193;-0.454933
140805003101201;  32;5531.08; 3.939281;-0.227540
140805003601025;  32;5947.32; 3.959101;-0.546442
140805004201115;  32;5771.73; 4.036532;-0.215382
140805004201176;  32;5668.46; 4.190835;-0.238817
140805004201276;  32;5955.45; 4.057921;-0.330078
140805004201308;  32;5748.65; 4.022933;-0.256381
140805004801141;  32;5926.43; 3.870877;-0.016828
140805004801202;  32;6493.08; 3.968311;-0.408092
140805004801231;  32;5866.42; 3.934858;-0.559635
140805004801278;  32;5835.36; 4.147773;-0.409382
140805004801338;  32;6228.38; 3.777778;-0.618119
140806001701209;  32;5878.29; 4.105471;-0.169135
140806001701395;  32;5692.33; 4.091979;-0.109464
140806002301075;  32;5629.44; 3.920904; 0.097729
140806002301212;  32;6273.52; 3.840527;-0.562146
140806002301291;  32;5937.54; 4.127518;-0.531372
140806002301301;  32;6169.79; 3.747623;-0.884499
140806002301302;  32;5876.62; 4.048463;-0.203735
140806002301345;  32;5725.45; 4.042307;-0.267624
140806002301370;  32;5757.13; 4.087815;-0.296868
140806002901078;  32;6386.29; 3.782503;-0.388991
140806002901211;  32;6167.36; 3.906537;-0.637056
140806002901319;  32;5780.23; 4.155260;-0.426972
140806002901340;  32;5896.45; 3.811846;-0.536076
140806003501052;  32;5555.68; 3.940254; 0.090016
140806003501109;  32;6143.20; 3.971854;-0.712793
140806003501117;  32;5321.25; 4.023713;-0.403295
140806003501214;  32;6002.58; 3.977240;-0.546149
140806003501236;  32;5719.99; 3.982941;-0.410300
140806003501332;  32;5524.39; 4.055494;-0.398388
140806004101164;  32;5678.69; 4.105408;-0.296585
140806004101170;  32;6080.00; 3.951195;-0.396130
140806004101240;  32;5842.60; 4.089053;-0.583006
140806004101257;  32;5886.99; 3.909982; 0.218356
140807000601080;  32;6226.77; 3.730895;-0.863671
140807000601089;  32;5714.53; 3.809408;-0.632618
140807000601111;  32;5518.54; 4.091818;-0.426335
140807000601142;  32;5764.19; 3.952843; 0.160668
140807000601210;  32;5518.26; 4.125217;-0.154285
140807000601324;  32;6165.85; 4.085821;-0.335084
140807001101163;  32;5803.21; 3.974164;-0.533215
140807001101277;  32;6293.08; 3.991694;-0.587154
140807004501089;  32;5942.17; 4.060219;-0.685350
140807004501233;  32;5689.57; 4.020982; 0.113096
140807004501281;  32;6050.45; 3.996813;-1.212617
140807004501282;  32;6334.22; 3.667068;-0.478025
140807004501291;  32;5724.95; 4.174495;-0.393319
140807005001264;  32;5842.90; 4.141519;-0.234797
140807005001305;  32;5660.23; 4.078492;-0.790052
140807005001381;  32;6162.79; 4.071532;-0.290848
140807005601233;  32;6173.25; 3.923273;-0.368372
140807006201077;  32;5896.61; 4.151711;-0.863138
140808001101035;  32;5786.21; 3.818771; 0.229551
140808001101371;  32;6765.81; 4.143950; 0.149634
140808001601105;  32;5980.88; 3.697246;-0.293973
140808001601280;  32;5667.01; 3.824824; 0.252817
140808001601335;  32;6103.89; 3.927872;-0.487224
140808002101010;  32;5908.34; 3.981660;-0.280898
140808002101011;  32;5474.29; 3.811790;-0.490935
140808002101079;  32;6415.01; 3.763162;-0.842746
140808002101085;  32;6067.10; 4.135554;-0.572641
140808002101096;  32;5966.26; 3.752376;-0.263461
140808002101143;  32;5489.64; 3.994787;-0.510737
140808002101188;  32;5719.15; 3.738758;-0.182113
140808002101202;  32;5601.20; 3.764184;-0.168949
140808002101332;  32;5863.86; 4.085806;-0.282693
140808002701014;  32;5664.08; 3.829999;-0.009765
140808002701080;  32;5969.43; 3.961718;-0.185490
140808002701111;  32;5618.49; 4.132193;-0.521398
140808002701129;  32;5676.72; 3.868366; 0.261931
140808002701331;  32;5696.69; 3.786686; 0.116637
140808003201008;  32;5689.43; 3.944126;-0.258257
140808003201057;  32;5672.98; 3.945943;-0.906558
140808003201376;  32;5575.54; 3.862760;-0.632337
140808003701231;  32;5434.77; 3.696862;-0.035440
140808003701369;  32;6043.16; 3.817238;-0.789425
140808004701071;  32;6124.47; 3.778999;-0.970745
140808004701139;  32;6002.77; 3.960984;-0.760359
140808004701209;  32;6208.58; 3.758583;-0.757421
140808004701216;  32;5689.97; 4.083055;-0.672687
140808004701298;  32;5738.38; 3.820717;-0.524490
140809001601069;  32;5948.63; 3.847909;-0.867606
140809002101013;  32;6328.03; 3.744604;-0.610344
140809002101082;  32;6280.20; 3.761000;-1.053586
140809002101088;  32;5950.22; 3.799685;-0.626030
140809002101211;  32;5488.09; 4.067772;-0.483418
140809002101357;  32;5805.45; 3.836536; 0.075622
140809002601010;  32;5927.64; 3.749469;-0.531388
140809002601054;  32;6010.21; 4.270698;-0.197502
140809002601138;  32;5545.50; 4.019831;-1.020182
140809002601180;  32;6389.92; 3.626188;-0.164693
140809002601294;  32;6034.50; 3.843121;-0.348911
140809003101144;  32;5998.65; 3.972440;-0.744143
140809003701104;  32;6174.32; 4.090461;-0.321899
140809003701106;  32;6169.76; 4.013828;-0.672796
140809003701149;  32;5602.51; 4.189107;-0.032377
140809003701193;  32;5910.62; 3.848631;-0.312115
140809004201068;  32;5925.69; 3.823060;-0.266991
140809004201122;  32;5724.49; 4.158930;-0.769493
140809004901041;  32;5653.73; 4.074432; 0.130380
140809004901265;  32;5954.67; 4.116954;-0.122566
140809004901355;  32;5373.39; 4.108382; 0.165331
140809004901383;  32;6105.00; 3.881766;-0.409791
140810002201097;  32;5846.39; 3.581578;-0.119290
140810002201192;  32;6037.63; 3.837524;-0.312667
140810002701035;  32;6612.23; 3.676215;-0.469043
140810002701041;  32;6112.75; 3.956935;-0.628524
140810002701068;  32;5831.55; 4.022144;-0.251807
140810002701079;  32;6035.16; 3.572269;-0.115971
140810002701116;  32;5954.42; 3.907264;-0.379741
140810002701165;  32;5951.76; 3.926866;-0.636474
140810002701232;  32;6252.50; 4.000454;-0.421343
140810002701240;  32;5825.70; 3.940460;-0.441826
140810002701248;  32;5690.88; 4.163588;-0.534254
140810003201264;  32;5655.04; 3.993167;-0.559826
140810003701035;  32;5963.57; 3.671056;-0.389295
140810003701088;  32;6249.07; 3.895286;-0.350221
140810003701169;  32;5645.85; 4.157478; 0.062110
140810004201032;  32;5936.42; 4.040124;-0.452671
140810004201066;  32;5833.76; 4.041579;-0.509556
140810004201069;  32;5809.89; 4.377118;-0.616800
140810004201071;  32;5784.66; 4.174520;-0.338130
140810004201080;  32;5664.55; 4.448738;-0.199018
140810004201104;  32;5509.05; 4.168924;-0.070070
140810004201132;  32;5469.91; 4.130805; 0.227219
140810004201187;  32;5559.27; 2.443344;-1.433624
140810004201243;  32;5824.38; 3.876672;-0.187569
140810004201255;  32;5842.08; 3.978339;-0.517984
140810004201272;  32;5966.71; 4.178837;-0.534986
140810004201280;  32;5285.19; 3.632652;-0.558842
140810004201281;  32;5880.39; 4.229558;-0.382029
140810004201301;  32;5822.82; 4.373679;-0.611320
140810004201343;  32;5755.53; 2.843293;-0.875230
140810004701149;  32;6102.16; 3.808660;-0.896715
140810004701228;  32;6048.89; 3.942570;-0.643285
140810004701294;  32;5742.65; 4.321330;-0.386097
140810004701355;  32;6023.90; 4.054589;-0.290245
140810005901174;  32;6010.04; 4.044578;-0.837360
140811002101023;  32;5993.42; 3.934186;-0.333825
140811002101091;  32;5710.18; 3.863457; 0.093013
140811002101103;  32;5837.39; 3.846610;-0.452135
140811002101104;  32;6383.08; 3.945115;-1.111808
140811002101122;  32;5606.39; 4.065922;-0.611266
140811002101157;  32;5927.30; 4.016597;-0.294406
140811002101371;  32;5907.90; 3.858182;-0.230303
140811002701026;  32;5977.09; 4.110003;-0.674814
140811002701233;  32;5776.88; 3.969780;-0.189915
140811003301153;  32;5786.74; 3.814324;-0.835555
140811003301344;  32;5895.28; 4.133987;-0.186094
140811003901018;  32;5525.88; 3.864056;-0.411900
140811003901112;  32;5747.66; 4.063258;-0.275701
140811003901141;  32;5789.14; 3.860518;-0.376552
140811003901214;  32;5454.83; 4.202590;-0.013864
140811004501030;  32;5762.61; 4.206364;-0.460227
140811004501287;  32;5785.11; 4.119446;-0.330507
140811004501288;  32;6130.60; 3.958138;-0.572051
140811004501363;  32;5967.10; 3.927073;-0.324565
140811005001283;  32;5876.62; 3.813227;-0.232126
140811005001382;  32;5908.01; 4.061131;-0.333651
140811005601180;  32;5968.64; 4.019004;-0.487590
140812001601113;  32;6857.23; 3.835367;-0.350321
140812001601127;  32;6217.89; 3.978854;-0.420911
140812001601192;  32;5930.02; 3.718899;-0.264143
140812001601342;  32;6486.61; 3.888137;-0.387455
140812002101101;  32;5966.29; 4.092621;-0.518335
140812002101370;  32;6499.03; 3.946291;-0.881808
140812002601075;  32;5788.87; 3.812495;-0.280691
140812002601246;  32;5427.03; 3.444620;-0.268589
140812002601298;  32;5639.89; 3.891052;-0.567700
140812003201036;  32;5559.99; 4.146348;-0.191442
140812003201125;  32;5774.06; 4.093019;-0.476753
140812003201190;  32;6027.09; 3.956304;-0.327969
140812003201226;  32;5798.90; 3.972207;-0.529338
140812003201252;  32;5778.89; 4.006546;-0.556133
140812003801021;  32;5491.60; 4.236364;-1.007137
140812003801062;  32;6319.56; 4.004935;-1.083642
140812003801104;  32;5662.50; 4.107327;-0.250051
140812003801309;  32;5198.58; 3.153703;-0.557785
140812004401011;  32;5722.80; 4.271994;-0.342406
140812004401013;  32;5961.24; 3.771157;-0.269064
140812004401014;  32;5506.87; 2.942466;-0.393171
140812004401015;  32;5416.71; 4.686051;-0.677351
140812004401018;  32;5619.30; 4.211981;-0.015656
140812004401043;  32;5637.05; 4.044557;-1.376228
140812004401049;  32;5738.83; 3.654187;-0.602909
140812004401052;  32;6105.58; 4.049850;-0.619006
140812004401061;  32;5947.70; 4.110847;-0.233800
140812004401067;  32;6127.19; 4.335735;-0.570906
140812004401078;  32;5430.91; 4.325211;-0.449512
140812004401079;  32;5615.61; 4.426744;-0.324823
140812004401099;  32;5543.48; 4.084902;-0.460973
140812004401105;  32;5649.15; 4.064995;-0.719168
140812004401238;  32;5726.20; 3.990213;-0.867875
140812004401266;  32;5945.66; 4.157698;-0.330042
140812004401375;  32;5934.16; 4.175795;-0.836957
140812004401395;  32;5606.29; 4.730054;-0.353969
140813001601049;  32;6328.68; 3.792599;-0.554487
140813001601121;  32;6039.27; 3.852152;-0.227026
140813001601160;  32;6270.08; 3.690661;-0.642347
140813001601202;  32;5990.39; 3.903955;-0.138898
140813001601298;  32;6347.36; 3.875592;-0.685505
140813002201120;  32;5835.96; 3.911905; 0.239554
140813002201231;  32;6217.49; 3.838552;-0.899449
140813002201291;  32;6160.12; 4.019102;-0.157460
140813003001023;  32;5291.80; 3.625067;-0.315172
140813003001135;  32;5795.99; 3.955705;-0.283950
140813003001324;  32;5993.76; 3.974791;-0.870831
140813003801054;  32;5691.09; 3.946291;-0.630739
140813003801291;  32;5646.12; 3.994141;-0.285427
140813003801348;  32;6190.50; 3.784045;-0.309813
140813004601058;  32;5648.34; 3.955130;-0.220981
140813004601172;  32;5713.50; 4.094526; 0.073477
140813004601198;  32;6303.89; 3.815419;-0.750165
140813004601277;  32;5735.35; 3.998652; 0.118406
140814003301014;  32;5238.07; 3.545523;-0.425298
140814003301173;  32;6189.89; 3.747404;-0.233977
140814003301177;  32;6619.03; 3.828373;-0.677704
140814003301243;  32;6450.17; 3.968438;-0.365744
140814003301258;  32;5657.70; 4.299914; 0.149008
140814003801006;  32;6162.61; 3.774765;-0.274755
140814003801029;  32;6131.64; 3.961808;-0.484678
140814003801034;  32;5999.75; 3.986413;-0.610253
140814003801087;  32;5971.17; 4.049533;-0.604990
140814003801248;  32;6175.58; 4.029390;-0.201027
140814003801290;  32;5962.03; 3.950505;-0.821720
140814004301053;  32;6343.78; 3.847378;-0.322759
140814004301141;  32;5422.32; 3.859863;-0.080515
140814004301246;  32;5752.61; 4.094022; 0.193304
140814004301265;  32;6224.86; 3.817784;-0.037747
140814004301297;  32;5583.87; 3.648185; 0.054365
140814004801042;  32;5613.12; 4.184990;-0.209196
140814004801172;  32;5897.17; 4.101995;-0.046732
140814004801289;  32;6145.48; 3.768516;-0.375855
140814004801302;  32;5586.29; 3.669728;-0.628308
140814004801369;  32;5901.22; 3.886196;-0.194569
140814005401046;  32;5692.26; 3.820215;-0.573114
140814005401058;  32;6297.19; 3.954076;-1.085525
140814005401226;  32;6092.88; 3.958738;-0.627231
140814005401390;  32;6244.03; 3.920140;-0.652727
140814006601012;  32;5742.81; 3.824233;-0.765577
140814006601117;  32;5493.25; 4.087744;-0.465376
141031003601117;  32;6061.24; 4.001504;-0.733884
141031003601118;  32;6235.32; 4.042212;-0.709740
141031003601140;  32;4399.59; 4.208805;-1.061069
141031003601324;  32;5660.88; 3.892330;-0.033017
141101001801079;  32;6062.61; 3.882979;-0.409655
141101002401075;  32;5797.57; 3.919679;-0.435188
141101002401155;  32;5813.98; 3.989567;-0.607140
141101002401251;  32;5656.71; 4.202073;-0.305891
141101002401381;  32;5972.56; 4.038360;-0.534814
141101003001375;  32;5316.54; 3.520827;-0.423444
141101003501024;  32;5746.54; 4.136276; 0.158430
141101003501386;  32;6021.45; 4.144606;-0.137541
141102002401102;  32;6231.08; 3.784985;-0.674144
141102002401149;  32;6087.43; 3.908778;-0.380591
141102002401175;  32;5741.75; 4.109938;-0.370048
141102002401291;  32;5428.75; 3.774119;-0.053140
141102002401332;  32;5653.53; 4.141047;-0.276198
141102002701029;  32;5846.87; 4.087844;-0.505008
141102002701148;  32;5746.11; 4.002706;-0.648170
141102002701317;  32;6072.83; 4.162290;-0.633228
141102003201002;  32;5740.22; 3.874959;-0.703546
141102003201020;  32;5454.44; 4.281910; 0.002444
141102003201072;  32;5566.46; 4.098088;-0.080018
141102003201195;  32;5938.23; 3.979633;-0.591234
141102003201207;  32;6118.77; 4.030910;-0.541745
141102003201215;  32;5484.03; 4.133202;-0.218266
141102003201236;  32;5224.58; 3.659062;-0.570856
141102003201287;  32;5761.22; 4.135344;-0.223002
141102003201321;  32;6005.21; 3.918540;-0.293129
141103002601055;  32;5769.53; 3.946567;-0.670809
141103002601119;  32;5772.41; 3.827122;-0.163841
141103002601380;  32;6127.99; 3.830019;-0.796128
141103003101119;  32;5783.72; 3.877844;-0.444121
141103003101203;  32;5686.81; 4.001028;-0.253650
141103003101230;  32;6038.37; 4.038888;-0.551566
141103003101309;  32;5877.26; 3.895561;-0.306825
141103003101360;  32;5851.45; 4.088486;-0.059823
141103003601072;  32;6300.65; 3.990965;-0.485052
141103003601267;  32;6045.30; 3.941395;-0.958580
141103003601340;  32;5861.41; 3.879290;-0.629463
141103003601372;  32;6111.64; 4.078001;-0.470191
141103003601387;  32;6120.06; 3.857320;-0.141480
141103004201071;  32;6260.82; 3.772332;-0.887481
141103004201113;  32;5946.54; 4.165306;-0.193086
141103004201152;  32;5505.05; 4.110629;-0.011245
141103004201155;  32;6004.96; 3.987820;-0.620652
141103004201168;  32;5641.86; 4.131878;-0.831746
141103004201221;  32;5180.69; 4.216041;-1.003746
141103004201244;  32;5623.55; 4.075008;-0.349575
141103004201288;  32;6084.57; 4.016980;-0.191324
141103004201329;  32;6015.48; 3.992481;-0.655942
141103004201366;  32;5928.73; 3.972052;-0.250065
141104002301119;  32;5706.22; 4.155499; 0.150250
141104002301337;  32;5495.34; 3.707376;-0.865352
141104002301357;  32;5685.83; 4.359395;-0.006792
141104002801170;  32;5954.22; 3.859294;-0.658446
141104002801185;  32;5828.57; 3.864642;-0.598335
141104002801186;  32;5610.40; 4.187378;-0.404512
141104002801214;  32;5763.13; 4.135795;-0.158325
141104003301009;  32;5362.97; 3.767404;-0.296480
141104003301319;  32;5841.50; 4.121372;-0.994100
141104003801013;  32;5993.10; 3.878671;-0.183311
141104003801053;  32;5263.13; 3.658689;-0.775739
141104003801071;  32;5632.18; 3.719503;-0.557613
141104004301012;  32;5962.65; 3.934927;-0.546663
141104004301076;  32;5777.99; 3.643090;-0.068110
141104004301126;  32;6138.63; 3.892291;-0.584504
141104004301168;  32;6002.48; 3.973680;-0.661796
141104004301197;  32;5620.55; 3.842788;-0.133635
141104004301280;  32;5730.93; 3.914330;-0.277336
141104004801041;  32;5812.10; 3.459022;-0.353308
141104004801163;  32;5765.24; 3.816864;-0.544885
141104004801243;  32;5745.37; 3.990146; 0.038676
141104004801305;  32;6022.87; 4.074696;-0.267151
141104004801349;  32;6387.56; 3.913417;-0.489910
141104005301099;  32;5513.18; 4.079905; 0.081976
141104005301108;  32;5800.06; 3.926793;-0.212909
141104005301208;  32;6151.91; 3.851910;-0.484091
141104005301321;  32;5840.18; 4.225675;-0.862350
141104005301351;  32;6358.74; 3.886089;-0.491355
141231002501136;  32;6244.58; 4.067910;-0.796139
141231002501202;  32;5436.63; 3.592283; 0.066270
141231002501246;  32;5884.14; 3.765664;-0.240537
141231002501282;  32;5714.89; 4.194549; 0.114084
141231002501359;  32;5547.28; 3.798233; 0.025582
141231003001071;  32;6026.50; 4.074170;-0.649986
141231003001365;  32;6079.60; 4.025809;-0.934984
141231003001376;  32;6119.07; 4.035258;-0.624155
141231003001381;  32;5751.92; 3.993449;-0.910223
141231003501070;  32;5509.67; 4.131124; 0.161686
141231003501201;  32;5530.38; 3.921203;-0.117670
141231003501397;  32;6098.55; 3.930627;-0.024508
141231004001120;  32;5957.62; 3.765155;-0.641712
141231004001126;  32;5714.61; 4.051991;-0.569931
141231004001143;  32;6023.24; 4.003286;-0.729193
141231004001266;  32;6166.60; 3.943684;-0.835007
141231004001330;  32;6091.10; 4.057313;-0.548232
141231004001399;  32;6227.55; 3.905702;-0.451062
141231004601093;  32;6063.58; 3.828186;-0.502062
141231004601269;  32;6242.99; 3.851266;-0.676926
141231004601378;  32;5556.60; 4.118235; 0.033958
141231004601385;  32;6022.32; 4.153839;-0.471298
141231004601390;  32;6201.57; 3.919715;-0.411748
150101002501117;  32;5637.43; 4.036041;-0.099717
150101002901070;  32;5973.28; 4.006558; 0.265696
150101003401080;  32;5226.91; 3.271344;-0.211938
150101003401260;  32;5546.57; 4.161966;-0.437564
150101003401343;  32;6252.68; 3.903693;-0.434214
150101004001159;  32;5547.51; 4.202566;-0.186330
150101004001399;  32;5631.10; 4.056915;-0.601820
150102002201007;  32;6298.48; 3.976123;-0.438957
150102002201080;  32;5965.85; 4.191434;-0.476322
150102002201226;  32;5848.49; 4.480556; 0.265276
150102002701368;  32;5949.81; 4.086018;-0.407541
150102003201053;  32;5952.80; 4.020891;-0.684589
150102003201133;  32;6025.94; 4.053328;-0.617926
150102003201207;  32;6069.12; 3.902127;-0.579341
150102003701180;  32;5945.13; 4.062338;-0.731767
150103003001114;  32;5785.23; 4.039521;-0.311205
150103003001323;  32;6258.22; 3.798722;-0.644599
150103003001327;  32;5893.38; 3.897976;-0.243251
150103003501074;  32;5972.53; 3.904979;-0.118973
150103003501096;  32;6036.52; 3.991908;-0.641112
150103003501177;  32;6260.01; 3.874194;-0.537058
150103003501201;  32;5596.78; 4.096408; 0.196869
150103003501221;  32;5944.99; 4.050029;-0.102458
150103003501319;  32;5451.97; 4.126672;-0.199910
150103003501366;  32;6099.99; 3.988819;-0.535611
150103004001201;  32;5670.86; 4.114059;-0.252104
150103004001346;  32;5662.20; 3.706164;-0.372511
150103004001375;  32;5732.81; 4.120988;-0.086267
150103004501095;  32;5788.88; 4.176651;-0.391031
150103004501098;  32;6092.20; 3.703764;-0.738996
150103004501122;  32;5749.54; 4.093402;-0.080494
150103004501136;  32;5951.93; 3.825549;-0.351866
150103004501386;  32;6058.59; 4.080445;-0.452233
150103005001016;  32;6548.45; 3.667236;-1.032580
150103005001043;  32;6164.31; 3.864003;-0.516235
150103005001125;  32;5967.02; 3.831949;-0.278289
150103005001172;  32;5622.38; 4.097633; 0.063126
150103005001230;  32;5948.07; 3.742692;-0.256122
150103005001265;  32;5761.72; 4.136808;-0.541447
150103005001316;  32;5879.89; 4.135249;-0.326144
150103005001322;  32;6323.86; 3.768987;-0.939975
150103005001371;  32;5712.47; 3.759332;-0.980262
150105002201023;  32;5926.37; 4.096348;-0.497391
150105002201039;  32;6330.88; 4.132404;-0.302466
150105002201133;  32;5547.35; 4.164832;-0.413764
150105002201204;  32;5611.91; 3.900301; 0.078900
150105002201237;  32;6345.74; 3.952505;-0.644909
150105002201244;  32;6780.58; 3.764063;-0.603776
150105002801151;  32;6111.71; 3.919640;-0.552683
150105002801160;  32;6532.28; 3.786277;-1.033068
150105002801193;  32;6222.48; 3.869576;-0.848532
150106002201287;  32;5873.90; 3.790596;-0.177142
150106002701092;  32;5209.37; 4.239956;-1.015009
150106002701170;  32;5457.14; 3.990561;-0.024083
150106002701176;  32;5969.88; 4.055005;-0.702007
150106002701186;  32;5812.72; 3.973900;-0.475554
150106002701308;  32;6096.77; 3.721582;-0.766971
150106003201084;  32;5749.30; 3.928496;-0.063927
150106003201266;  32;5761.46; 4.026816;-1.010608
150106003701091;  32;6200.32; 3.779376;-0.515066
150106003701166;  32;6193.17; 3.831634;-0.708063
150106003701187;  32;6359.53; 3.973253;-0.591439
150106003701222;  32;5901.57; 4.257751;-0.423280
150106004101017;  32;5770.51; 3.765611; 0.202961
150106004101041;  32;5641.40; 3.344333;-0.360154
150106004101133;  32;5969.71; 4.020514;-0.301175
150106004101163;  32;6465.73; 3.915052;-0.407704
150106004101177;  32;5795.90; 3.823436;-0.549518
150106004101223;  32;6281.58; 4.015312;-0.566751
150106004101315;  32;6000.41; 4.070759;-0.071177
150107002201046;  32;5665.91; 3.789604; 0.137875
150107002201051;  32;5718.60; 3.881190;-0.780614
150107002201181;  32;5785.88; 3.996789;-0.334748
150107002201269;  32;5833.00; 4.089510;-0.207985
150107002201389;  32;5947.20; 2.232569;-0.148608
150107002701004;  32;6095.57; 4.051055;-0.150831
150107002701018;  32;5716.98; 3.962297; 0.234415
150107002701062;  32;5847.02; 4.055725;-0.396968
150107002701106;  32;6210.38; 4.283460;-0.322820
150107002701374;  32;6257.77; 3.956243;-0.471557
150107002701392;  32;6054.12; 4.069406;-0.117305
150107003201022;  32;5891.06; 4.147359;-0.405100
150107003201027;  32;6010.14; 3.933977;-0.816956
150107003201117;  32;5989.71; 3.896636;-0.880840
150107003201224;  32;5618.23; 4.022669; 0.060724
150107003201229;  32;5585.00; 4.130424;-0.494228
150107003701066;  32;6608.69; 3.727617;-0.534911
150107003701073;  32;5963.90; 3.615362;-0.204848
150107003701089;  32;5277.43; 3.408598;-0.367189
150107003701218;  32;5475.98; 4.072795;-0.505731
